"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE MANAGEMENT LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
697,"When rolling over a DC main propulsion motor in local emergency or throttle bypass mode, the variable rheostat must FIRST be turned __________.",to the fast position until the armature begins to rotate and then turned back to slow,a sufficient amount to assure armature rotation,quickly to the mid position to energize the field,quickly to the fast position,B
698,"When soldering a printed circuit board component, you should be careful to prevent damage by __________.","quickly heating the joints, using a high wattage iron",using the soldering iron tip sparingly,using only acid cord solder,applying mechanical pressure to the joints being soldered,B
699,"When the lead acid batteries are charging, they give off hydrogen that is_____________.",considered inert,highly explosive,extremely toxic,heavier than air,B
700,"When trouble shooting motor controllers, a shorted relay or contactor coil is often indicated by _________.",a higher than normal voltage reading across the winding,charged insulation and or a blown control fuse, a reading of zero on a megger from one of the coil is to ground,a resistance reading of infinity on a ammeter,B
701,"When troubleshooting electronic equipment, the FIRST step to be taken before testing the circuit voltage is to __________.",set the meter to the lowest range,check the voltage supply from the power source,remove the suspected component,check the current flow through the circuit,B
702,"When troubleshooting motor controllers, a shorted relay or  contactor coil is often indicated by __________.",a resistance reading of 'infinity' on an ohmmeter,charred insulation and/or a blown control fuse,a reading of 'zero' on a megger from one of the coil's leads to ground,a higher-than-normal voltage reading across the winding,B
703,"When two generators are operating in parallel, what will first occur if the engine driving generator #1 suddenly loses power?",Generator #1 circuit breaker will trip on overload.,Generator #1 circuit breaker will trip on reverse power.,Generator #2 will motorize.,Generator #2 engine will automatically shut down.,B
704,"When using a megohmmeter to determine which shunt field coil is grounded in a DC machine, you must __________.",insulate the field frame from the ship's hull,disconnect each shunt field coil before testing,use a motor driven high capacity megohmmeter,remove all main line lead connections before testing,B
705,Which of the following actions can be carried out in order  to prevent thermal runaway in a transistor?,Increase the current through the collector-base junction.,Install a heat sink.,"Shift the ""Q"" point to increase collector current.",Increase the potential difference between the emitter and the base.,B
706,Which of the following methods should be used to test an AC motor stator for an open coil?,"test with an ohmmeter, one terminal on the shaft and the other terminal to the stator leads","test with an ohmmeter, with the terminals between the stator leads","use a growler, listening for noise to diminish when ever an open coil","use a growler, listening for vibration to increase when over an open coil",B
707,Which of the following statements describes the significance of ambient temperature in relation to the service life of electronic components?,Ambient temperature should be as high as possible to drive  off moisture.,Increased ambient temperature decreases the service life of electronic components.,Ambient temperature is not significant as long as the relative humidity is kept low.,A reduced ambient temperature causes a corresponding reduced service life.,B
708,Which of the following statements expresses the function of proportional-plus-reset action?,The action measures the rate of time of the final control element.,The action gives control without offset under all load conditions.,The action combines proportional-position action and rate action.,The action is very unstable for anything but constant load  conditions.,B
709,Which of the following would you not normally find on a DC generator?,Binding wires,Slip rings,Brush holder,Air gap,B
710,Which of the listed conditions describes the effect on intrinsic semiconductor operation as a result of a  temperature increase?,Capacitive reactance will decrease,Conductivity will increase,Inductive reactance will decrease,Resistivity will increase,B
