FUNTION 4: CONTROLLING OF OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
736,"To deal with change constructively, manager can take two major approaches; they can react  to the signs that changes are needed, and they can ______.",deal with the forces of change,develop a program of planned change,maximize the effect of change,deal with particular problems as they arise,B
737,Training programs are directed toward maintaining and improving ________ job performance.,potential,current,future  ,technical ,B
738,UNCLOS required that all flag states take account or give effect to;or implement the relevant rules and standards developed by the:,Marintime Inquiry,International Maritime Organization (IMO),International Shipping Company,Baltic International Maritime Corporation (BIMCO),B
739,"Under the regulations for cargo vessels, which statement is TRUE concerning fireman's outfits? ","If a vessel carries two outfits, they may be stored in the same location.",Each fireman's outfit shall contain a flame safety lamp of an approved type.,Each fireman's outfit shall contain a fresh-air breathing apparatus.,All of the choices,B
740,"Under which fire are flammable liquids, gases, grease and other similar products are classed:",Class A,Class B,Class C,Class D,B
741,What charging process produces where battery charging rooms should be well ventilated:,Corrosive gases.,Explosive gases.,Highly poisonous gas.,Highly combustible oxygen.,B
742,What is the lowest temperature at which the vapor formed from a liquid ignites and continues to burn steadily in the presence of an ignition source?,Flash point,Fire point,Upper explosive limit,Cooling,B
743,What is the most common cause of fire in the engine room?,Faulty electrical equipment, Oil leaks and hot surfaces,A rigid survival craft is in the area ,There is burning oil on the water,B
744,What is the purpose of the hydrostatic release on an inflatable liferaft?,To inflate the raft automatically,To release the raft from the cradle automatically as the ship sinks,To test the rafts hydrostatically,To assist the release of the raft from the cradle,B
745,What standard mathematical formula is commonly used to calculate a vessels water plane area for stability purposes?,Standard Logarithmic Rule,Simpsons Rule,Reynolds Number Rule,Pythagorean Rule,B
746,What leadership style tends to extrinsically motivate employees on a contingent reward system where the focus is on outcomes?,Adaptive leadership,Transformational  leadership,Transactional  Leadership                            ,Developmental  leadership,B
747,"When abandoning ship, after launching the motor lifeboat you should __________.",go only with the direction of the sea,stay in the immediate area,go one direction until fuel runs out,plot course for nearest land,B
748,"When looking for IMO regulations on vessel watertight integrity, the information will be found in which of the following documents? ",ISM manuals,SOLAS,CFRs,MARPOL,B
749,"When removing the cap from a sounding tube on a MODU, the sound of air escaping indicates.",the tank is full,the tank may be partially flooded,the tank level has dropped,the tank is completely flooded,B
750,"When the height of the metacenter is the same as the height of the center of gravity, the upright equilibrium position is:",Stable,Neutral,Positive,Negative,B
751,"When the longitudinal strength members of a MODU are continuous and closely spaced, the vessel is:",transversely framed,longitudinally framed,intermittently framed,web framed,B
752,"When the mainline valve of a self-contained breathing apparatus is open, the bypass valve should be:",completely open,completely closed,disconnected,partially opened,B
753,"When weight-testing a davit-launched liferaft on a mobile offshore drilling unit, the test weight must be equivalent to the weight of the raft, its required equipment, and __________.",90% of the allowed capacity of persons for the raft,100% of the allowed capacity of the persons for the raft,110% of the allowed capacity of the persons for the raft,120% of the allowed capacity of the persons for the raft,B
754,Which extinguishing agent is the best for use on electrical fires?,Foam,CO2,Dry chemical,Water fog,B
755,Which of the following is the propellant in a dry chemical fire extinguisher?,Compressed air,Carbon dioxide,A chemical reaction,Distilled water,B
756,Which of the following is the step to follow to safely enter a closed compartment where CO2 has been  released from fixed fire extinguishing apparatus?,Test the air with Orsat apparatus,Wear a self-contained breathing apparatus,Wear a canister type gas mask,Wear a life line                                         ,B
757,Which of the following methods should be used to prevent a class 'A' fire from spreading to the adjacent compartments in a topside compartment with steel bulkhead?,Sweep all exterior surfaces with water fog until the fire is reportedly extinguished.,"Sweep all exterior surfaces with water fog until steam is no longer produced, secure the nozzle, and repeat as necessary.",He should activate the emergency release handle,He should open the doors and prepare the craft for boarding,B
