FUNCTION 1: MARINE ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
752,The exhaust ports of a diesel engine using the crossflow scavenging method are opened and closed by the ___________.,reciprocating motion of exhaust valves,rotary motion of the camshaft,reciprocating motion of the piston,developed differential,C
753,The formation of carbon monoxide in diesel exhaust gases is reduced by__________.,spraying water into the exhaust pipe,keeping the exhaust system free of carbon deposits,maintaining proper combustion and scavenging,avoiding light load operation,C
754,"The fuel supply system to an automatic auxiliary boiler, will be automatically shutdown if the boiler                              .",salinity is abnormally high,steam demand is too high,water level is abnormally low,feedwater flow is low,C
755,The heat gained per pound of refrigerant in the evaporator  is known as the __________.,latent heat of vaporization,sensible heat,refrigerating effect,specific heat of vaporization,C
756,The high air velocity leaving the compressor of an exhaust gas turbocharger is converted to pressure in the __________.,inlet nozzle ring,turbine wheel blading,diffuser passages,inlet volute,C
757,The internal feed pipe in a D-type marine boiler provides __________.,distribution of feed water evenly throughout the steam drum,guidance of the feed water towards the downcomers as it enters the water drum,cooling for the internal cyclone separators,cooling for the superheater tube bank,C
758,"The main steam stop valve on a ""D"" type marine boiler is located at the __________.",desuperheater outlet,desuperheater inlet,superheater outlet,superheater inlet,C
759,The most common cause of abnormal fireside burning of the boiler superheater tubes can indirectly be the result of _________.,combustion gases impinging on the tubes,fuel droplets striking the hot tubes,excessive boiler water carryover,the tubes being subjected to excessive vibration,C
760,The most practical material used as evaporator of ammonia system is:,copper,copper alloy,steel ,brass,C
761,"The nuts of main bearings, connecting rod bolts and all  other moving parts are to be secured by                  .",hardened steel nut locks,cotter pins made of spring steel,split pins or other effective means,hydraulic nuts as commonly found on large low speed engines,C
762,The overspeeding of the diesel engine driving an electric generator could cause                              .,low voltage trip to trip,reverse power trip to trip,damage to windings,excessive exhaust temperatures,C
763,"The piston rod scraper box incorporated in a  two-stroke/cycle, crosshead diesel engine serves to                              .",eliminate the necessity for an oil scraper ring,prevent side thrust and cylinder scoring,prevent sludge and dirty oil from entering the crankcase,scrape oil and carbon deposits off the cylinder walls,C
764,"The presence of salt, sulfur and high temperature in fuel oil is caused by:",lagging ,swirling ,slugging,condensation,C
765,"The primary function of a flame safeguard system, as used on an automatically fired auxiliary boiler, is to prevent                           .",accidental dry firing and overpressure,uncontrolled fires in the furnace,explosions in the boiler furnace,overheating of the pressure parts,C
766,The purpose of the compensating adjustment used in a diesel engine hydraulic governor is to __________.,compensate for low oil level,increase governor promptness,prevent governor hunting,limit engine load,C
767,"The rate of cylinder lubricating oil metered to each cylinder of a large, low-speed, main propulsion diesel   engine is
                                .","the same, whether at sea, or during maneuvering",adjusted during each hour of operation while at constant RPM,higher at sea than while maneuvering,lower at sea than while maneuvering,C
768,"The reason some two-stroke/cycle, diesel engine piston rings are pinned to prevent rotation, is __________.",cylinder lubricant is spread more evenly on the cylinder wall,less blow-by as the pin seals the end gap,to keep the ring ends from catching in the scavenging ports,to promote more even ring wear,C
769,The satisfactory operation of diesel engine exhaust valves usually depends on__________.,the proper back pressure,the cooling water temperature,correct timing and proper seating,accurate metering and the exhaust temperature,C
