FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
740,The compressor in the ship service refrigeration system is  short cycling on the high pressure cutout switch.  The probable reason for this is the __________.,discharge valves are leaking excessively,discharge valves are leaking slightly,condenser is getting insufficient cooling water flow,system is low on refrigerant,C
741,"The conical steel or composition cone installed on a propeller, known as a fairwater cone, provides which of the following benefits?",Reduces turbidness,Helps with lubrication,Protects the nut,All of the above,C
742,The cooling method whereby  the lube oil  circulates through passages in the piston in shaker fashion is known as which system?,circulation,shaker,spray,filter,C
743,"the counter reading at 1200H was 444630. if the speed of the engine of 121.8 r.p.m is increased by 10% at noon and the new speed maintained during the whole of the following watch, what is the counter reading at 1600H?","465,347.00","465,340.00","476,766.00","475,860.00",C
744,The designation 'schedule 80 extra strong ' refers to __________.,weight of steel plate,tensile strength of bolts,piping wall thickness,tubing bursting strength,C
745,The difference between the pressure at a point being measured and that of a perfect vacuum is known as __________.,internal pressure,gauge pressure,absolute pressure,external pressure,C
746,The effective temperature of air is dependent upon __________.    I. relative humidity   II. air velocity,I only,II only,Both I and II,Neither I nor II,C
747,The feedwater in an operating auxiliary boiler should be tested for alkalinity and chloride content each                                  .,month,week,day,hour,C
748,The gas law represented by formula PV/T= constant is _____.,Charles' Law,Boyles' Law,Combination Gas Law,Standard Gas Law,C
749,"The graphite in a bearing lubricant compound of graphite grease, acts as a __________.",low temperature sealer,moisture barrier,filler to smooth surface irregularities,coolant to carry away heat,C
750,The greatest single loss of boiler and overall plant efficiency results from__________.,heat lost in the main condenser,poor heat transfer in feedwater heaters,mechanical losss in the atomization process,poor combustion in the boiler,C
751,The heat gained per pound of refrigerant in the evaporator  is known as the __________.,latent heat of vaporization,sensible heat,refrigerating effect,specific heat of vaporization,C
752,The helicopter deck on an offshore drilling unit is required to be fitted with perimeter lights in alternating colors of __________.,red and white,yellow and white,yellow and blue,yellow and red,C
753,The hulls of most modern towing vessels constructed today are fabricated from __________.,wrought iron,high alloy steel,mild steel,corrosion resisting steel,C
754,The jettisoning of topside weight from a VESSEL serves which of the purposes lister?,It returns the VESSEL to an even keel,It reduces free surface effect,It lowers the center of gravity,It raises the center of gravity,C
755,The lignum vitae in a stern tube bearing is normally lubricated with __________.,grease,oil,water,tallow,C
756,The metal edge filters used in filters used in diesel engine lube oil and fuel oil systems are normally cleaned in place by:,flushing-back the system and draining the filter,opening the drain plug and blowing through the filter,manually operating a built-in scraper and draining the filter,flushing with an approved solvent and draining the system,C
757,"The names plug, bottom, and taper refer to __________.",pipe fittings,measuring instruments,machinist's hand taps,drill press parts,C
758,The oil in a cargo winch gear box should be sampled periodically to __________.,prevent the gear box from leaking,prevent the oil from becoming inflammable,make sure it has not become contaminated,make sure the motor bearings are lubricated,C
759,The operation of a P-tank depends upon __________.,moving the dry barite with a liquid mud pump,using nozzles to recirculate the dry bulk material,aerating the barite,All of the above,C
760,The Phillips screwdriver has a blunt end and flukes with an angle of __________.,10°,45°,30°,60°,C
761,The possible cause why a marine diesel engine will have excessive consumption of lubricating oil could be __________.,insufficient lube oil temperature,dirty lube oil filters,excessive piston ring wear,high lube oil viscosity,C
762,The presence of gas in the liquid line of a refrigeration system is undesirable and can be eliminated by __________.,increasing the distance between the evaporator and condenser,using a larger expansion valve,subcooling the liquid,installing the evaporator at a higher level than the condenser,C
763,The primary purpose of the thermostatic expansion valve as  used in most refrigeration plants is to __________.,regulate refrigerant passage through the solenoid valve,ensure that liquid refrigerant returning to the compressor  has the proper superheat,maintain a constant degree of superheat at the evaporator coil outlet,maintain constant evaporator coil pressure independent of suction pressure variations,C
764,The process of boiling seawater in order to separate it into freshwater vapor and brine is usually defined as __________.,dehydration,condensation,evaporation,dissolution,C
765,"The proper file for a finishing cut on soft metal, such as  brass, is the __________.",smooth cut file,warding file,mill file,second cut file,C
766,The property that prevents corrosive damage to bearing metals and other working parts susceptible to damage _______.,High film strength,High alkalinity value,High level of corrosion inhibition,High oxidation stability,C
767,The purging of air from an electro-hydraulic steering gear  unit is necessary when __________.,changing over to hand pump operation,engaging the trick wheel,the system has been filled with new oil,the rudder angle indicator does not match the helm position,C
768,The purpose of the refrigeration system low pressure cutout switch is to __________.,protect the compressor from liquid flood back,protect the compressor from low discharge pressure,start and stop the compressor upon system demand,start the compressor after a drop in the evaporator pressure,C
769,The quantity and density of brine discharged from the last effect of a flash type evaporator should be kept at a constant value so as to __________.,prevent scale accumulation in the first effect heat exchanger surfaces,maintain a constant distillate outlet temperature,ensure distillate quality and distilling plant efficiency,prevent any salinity in the distillate produced,C
770,The ratio of output response to a specified change in the input is known as __________.,primary feedback,deviation,sensitivity,dead band,C
771,The reason why most diesel engines crankcases are kept under slight vacuum is to __________.,remove combustible gases,improve circulation of lubricating oil,reduce the risk of explosion,improve cold weather starting,C
772,The rotating journal produces an oil-film pressure when is                             .,the same as the pressure in the lubricating system,less than the pressure in the lubricating system,greater than the pressure in the lubricating system,highest at the oil groove location,C
