FUNCTION 4: CONTROLLING THE OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
826,"Before attempting to put out a class ""C"" fire involving an  electric-driven centrifugal pump, you should FIRST __________.",insulate your shoes,ground the fire hose,secure its power supply,start the fire pump,C
827,"Before entering any space that has been sealed, its oxygen level should be tested.  What level of oxygen in the space is equal to fresh air?",10.00%,15.80%,20.80%,25.80%,C
828,"Before entering any space that has been sealed, you must ensure that the oxygen content of the tank is:",18.5%,19.2%,20.8%,22.8%,C
829,"Before hydraulic starting of an engine on a covered lifeboat, what need NOT be checked?",Fuel supply line valve,Pressure registered on the accumulator gauge,Cold-spark voltage readings test lamp,Engine stop control,C
830,"Before inserting a low velocity fog applicator into an all-purpose combination nozzle, you must ________.",tighten the high velocity fog tip,put the control handle in the solid steam position,remove the high velocity fog tip then pull the handle to the middle position,put the control handle in the fog position,C
831,"Before you initiate the engine room fixed CO2 system to extinguish a serious fire, you would _____.",start the emergency diesel,stop the main engine,evacuate all engine room personnel,turn off electrical power,C
832,Better treatment of frostbite is to:,rub with ice or snow,wrap tightly in warm cloths,warm exposed parts rapidly,none of the above,C
833,Bilges may be pumped __________.,overboard on the outgoing tide,overboard only after dark,overboard only through an approved oily water separator and oil content monitor,anytime as long as the oil content is very little,C
834,Blood flowing from a cut artery appears:,dark red with a steady flow,bright red with a steady flow,bright red and in spurts,dark red and in spurts,C
835,Bottom mounted crude oil washing machines are primarily used for  _________.,the majority of crude oil tank cleaning,washing the entire bottom of the tank,areas where direct impingement from deck mounted machines cannot be satisfactorily reached,all vertical surfaces,C
836,Burning AC motor would be considered as _ fire.,Class A,Class B,Class C,Class D,C
837,"By definition, spontaneous combustion is a result of __________.",an outside heat source heating a substance until it ignites,conduction of heat through a wall of material to the substance,chemical reactions within a substance,All of the above.,C
838,Cadets are not included in the manning nor regard them as forming part of the manning EXCEPT:,during drills,in  departure/arrival maneuvering,emergency situations of limited duration,during rest period,C
839,Carbon dioxide cylinders must be recharged when the  weight of the charge has diminished to what percent?,80%,85%,90%,95%,C
840,"Cartridge-operated dry chemical fire extinguishers used on  VESSELs, should have the propellant cartridge weighed every  __________.",three months,six months,12 months,two years,C
841,"Clean air standards, referred to as 'Grade D', apply to compressed air for use in __________.",high pressure fluid accumulators,driving air powered plunger pumps,filling open circuit breathing systems,bladder type accumulators,C
842,CO2 cylinders equipped with pressure actuated discharge heads will discharge automatically when __________.,the discharge valve is open,the control box glass is broken,pressure from the control cylinders is initially detected,the control cylinders have been completely discharged,C
843,"Cold Work"" is defined as:",Work done with winter outfit for frost bite tendency,When the temperature drops below freezing,Work that can cause sparks when using a hammer/scrapper or other such tools,Works on a very cold temperature and cold weather,C
844,Combustible gas indicators are used to detect flammable gases or vapors present in a tank. This is accomplished by an intricate instrument incorporating a/an:,inflatable bag,sensitive liquid chemical,heated filament,vapor detecting carbon compound,C
845,Combustible gas indicators measure the concentration of combustible gases as a percentage of the lower explosive limit of the gas.  If the hydrocarbon content of the sample exceeds the upper explosive limit __________.,the needle will rise slowly to and remain at the maximum reading,the needle will move rapidly to and remain at the maximum reading,the needle will move to the maximum reading and return back to zero,it will not be detected,C
846,Combustible gas indicators measure the presence of  combustible gases as a percentage of the __________.,flash point,upper explosive limit,lower explosive limit,fire point,C
847,Considred a class C fire if it is burning:,magnesium,dunnage,electrical insulation,none of the above,C
848,Control valves for a CO2 fire extinguishing system may be located within the protected space when __________.,it is impractical to locate them outside,there is also a control valve outside,the CO2 cylinders are also in the space,an automatic heat sensing trip is installed,C
849,Convection spreads a fire as a result of ,transmitting the heat of a fire through the ship's metal,burning liquids flowing into another space,heated gasses flowing through ventilation systems,the transfer of heat across unobstructed space,C
850,Crew has suffered a burn on the arm. There is a reddening of the skin but no other apparent damage. This is an example of _.,Minor burn,extremity burn,first degree burn,none of the above,C
