"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
723,The type of gage most commonly used to measure pressure is  the __________.,bimetallic type,diaphragm type,bourdon tube type,resistance-temperature type,C
724,The type of motor that uses a rheostat in the rotor circuit to vary the speed is called:, squirrel-cage induction motor,regenerative breaking motor,wound-rotor  induction motor,synchronous motor,C
725,The unit of electrical is the ___________.,ampere,kilovolt,watts,farad,C
726,The unit of the electrical is the____________.,Ampere,kilovolt,watts,farad,C
727,The voltage output of an AC generator is accurately controlled by ______., changing the sensitivity of the primemover to large changes in voltage, varying the reluctance of the air gap, varying the DC exciter voltage, shorting out part of the armature windings,C
728,The Wheatstone bridge is a precision measuring instrument  utilizing the principle of changes in __________.,inductance,capacitance,resistance,amperage,C
729,These are the factors or values of a newly started generator to be the same as the generator already working so that they can be synchronized together? I - Revolution  II - Load  III - Voltage,I and II,II and III,I and III ,"I, II, and III",C
730,This is the safety hand gloves to use when working on electrical jobs to avoid shack.,Cotton,Leather,Rubber,Silk,C
731,"To make an insulation resistance test, connect one terminal of the megger to the winding and the other to ",power supply,variable resistor,frame of the machine,armature   ,C
732,Transformer winding insulation resistance is measured by a/an ____________.,wattmeter,ammeter,megger,Kelvin bridge,C
733,"Under normal conditions, the speed of a two-speed squirrel  cage induction motor is changed by varying the __________.",ground the board,resistance in the rotor circuit,number of field poles,amplitude of the applied voltage,C
734,Voltage failure in an AC generator may be caused by a/an_____________.,poorly adjusted bus disconnecting link,open bus circuit breaker,failure of the exciter generator,light load on the generator,C
735,What electric material is being used to direct or keep the electrons flowing in the directions e want or to avoid spreading out?,conductor,insulator,Resistor,breaker,C
736,What electrical property is the same with respect to each component in a series circuit?,voltage,resistance,current,inductance,C
737,What instrument in being used to measure the performance of an auxiliary circulating pump that can be read at the control room in an automated vessel?,tachometer,thermometer,pressure gauge,compound gauge,C
738,"What is a cylindrical core mounted on a shaft with an insulated direct current winding, arranged to produce magnetic poles on its outer periphery of an alternator?",Motor,Stator,Rotor,Armature,C
739,What is an electrical A. C. motor where the rotor share the number of poles as the stator with which it is to be used?,Induction,Single phase,Synchronous,Three phase,C
740,What is the cause why an AC generator would fail to pick up the voltage?,diode ,Rotating speed is below normal ,Failure in the exciter generator,Excessive speed,C
741,What is the electric device being used to reduce the voltage from the main source of an alternating current to the local use or distribution?,Inverter,Rectifier,Transformer,Converter,C
742,What is the maximum current allowed to be drawn from the secondary of a 2 KVA step-down transformer with a turns ratio of four to one if connected across a 440 volt line?,1.1 amps,4.5 amps,18.1 amps,22.7 amps,C
743,What is the part of a D. C. generator where the field output coil are mounted?,carbon brush ,Brush holder,Stator ,rotor,C
744,What is the proper way of removing a bonding cable on a tank vessel?,"close switch, unhook cable, & disconnect filing hose","disconnect filing hose, unhook cable, open switch","disconnect filing hose, open switch, & remove cable","open switch, disconnect filing hose & remove cable",C
745,"What is the purpose of checking the electrical installation, equipment, etc. using a megger tester?",Proper grounding,Load to carry,Condition of insulation,Finds short circuit,C
746,What is the true concerning single parallel resistance circuits?,the total current flow equals the reciprocal of the sum individual currents,the total resistance equals the sum of the individual resistance,the total current flow equals the sum of the individual currents, the total voltage equals the sum of the individual voltages,C
