FUNCTION 2: CARGO HANDLING AND STOWAGE AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
868,Which is NOT required on a tankship carrying hazardous liquid cargoes in bulk?,Certificate of Inspection issued under the Tank Vessel Regulations,Certificate of Adequacy for the hazardous cargoes carried,A copy of 46 CFR parts 35 and 150,Cargo piping plan showing loading rates for all applicable cargo lines,B
869,Which is the most important consideration for a tank vessel?,The vertical center of gravity,The stress on the hull,The longitudinal center of gravity, GM,B
870,Which lashing materials would be used in securing light vehicles aboard Ro-Ro vessels?,Chain lever or tumbuckle,Webbing,Chain,None of the above,B
871,Which of the flash points would indicate a grade D combustible liquid?,65°F,87°F,155°F,160°F,B
872,Which of the following actions will increase metacentric height?,load cargo above the ship's gravity,dicharge deck cargo,transfer bottom cargo to the tween deck,discharge DBT ballast,B
873,Which of the following is not an acceptable means to measure a liquid level in a cyrogenic cargo tank?,A nitrogen bubbler system,A sounding tape gage using blue chalk,A capacitance level measurement system,A radar gage gauge,B
874,Which of the following tensioning devices is used with webbing to secure ligth vehicles aboard Ro-Ro vessels?,Chain lever,Buckle tensioner,Adjust-a-matic tensioner,Tumbuckle,B
875,Which of the listed type of valves could be damaged if it is used for regulating the flow of fluid through a piping system?,Globe valve,Gate valve,Plug valve,Needle valve,B
876,Which part of a cargo boom has the greatest diameter?,Head,Middle,Heel,It has the same diameter along its complete length,B
877,Which pump has designed internal leaking within its chamber?,Reciprocating pump,Centrifugal pump,Eductor,Rotary pump,B
878,Which safety precaution(s) should be observed during crane operations? ,Relaying communications to port agents on the pier during cargo hoists,Using the proper slings or other lifting devices during cargo operations,Checking for proper lifting from beneath the load during cargo operations,All of the choices,B
879,Which space cannot be deducted from gross tonnage when calculating net tonnage?,Chain locker,Forepeak ballast tank,Crew mess room,Master's cabin,B
880,"Which spaces are required to be segregated from cargo tanks carrying grades A, B, C, or D cargoes?",Pump rooms,Navigation spaces,Cofferdams,Enclosed deck spaces,B
881,"Which statement about hatches, hatchway and hatch covers are true, except?","For efficient loading and unloading, hatches must be large, but it present structural problems","Hull stress is concentrated around the edges of the hatches, and these areas must be reduced",Hatch areas are reinforced by increasing scantlings,Structural members added to the hatches are called stiffeners,B
882,Which statement about the dangerous cargo manifest is FALSE?,The manifest must be kept in a designated holder on or near the bridge.,Shipments of hazardous and non-hazardous cargoes may be listed on the manifest if they are destined for the same consignee.,The hazard class of each cargo must be indicated.,"The manifest must be made up by the carrier, agents, and any person designated for this purpose.",B
883,Which statement is correct about the hydrostatic characteristics of a vessel?,TPC decreases with density,TPC increases with waterplane area,Waterplane area decreases as draft increases,None of these,B
884,Which statement is NOT true concerning the stowage of class 1 explosives?,"Class 1.4 explosives must be "separated from" a stow of class 8 corrosive materials.",Class 1.4 explosives may not be stowed in the same hold with class 6.1 poisons.,"Class 1.4 explosives must be "separated from" a stow of class 5.1 oxidizing materials.",Class 1.1 explosives may be stowed with class 9 dangerous substances,B
885,Which statement is true about deck cargoes? ,Cargo handlers unload deck cargo first but should not be discharge it if will not interfere with the personnel to provide more room to work on deck,All lashing materials on deck cargoes are removed from the ship as per instruction ,Only refrigerated containerized cargoes are deck stowed,Deck cargoes should be shielded from direct sunlight as it may cause fire ,B
886,Which statement(s) is/are FALSE concerning crane cargo operations?,Never exceed crane manufacturer's limits concerning the safe working loads of cargo jibs.,Cargo loaded into vehicles and/or containers prior to lifting need not be secured.,Lifting points on all equipment must be safely checked prior to commencing a lift.,All the above,B
887,Which statement(s) is/are TRUE concerning crane cargo operations?,Cargo loaded into vehicles and/or containers prior to lifting need not be secured.,Never exceed crane manufacturer's limits concerning the safe working loads of cargo jibs.,Lifting points on all equipment need not be checked prior to commencing a lift.,All the above,B
888,Which variable factor affects the initial lashing requirements aboard Ro-Ro vessels?,Age of vehicle or cargo unit,Size and weight of vehicle/cargo unit,Reputation of shipper concerning condition of cargo,Air pressure in the vehicles tires,B
889,Which variable factor affects the initial lashing requirements aboard Ro-Ro vessels?,Vessel's draft,Center of gravity of vehicle or cargo unit,Changes in humidity,Age of vehicle or cargo unit,B
890,Which will improve stability?,Closing watertight doors,Pumping the bilges,Loading cargo on deck,Consuming fuel from a full tank,B
891,"While loading a cargo of grain, your vessel develops a list to starboard. This will be corrected by __________.",the compensating tanks on the high side,the list man changing the discharge location of the chutes,allowing the grain to level itself as the hold fills to the spar deck level,trimming the final loading cone by hand,B
892,"While loading or discharging vehicles, which is the most important safety consideration aboard a Ro-Ro vessel? ",Ensuring that a fuel barge cannot come alongside,Preventing the asphyxiation of personnel below decks,Notifying the engine room prior to completing operations,Calling out the deck department for all hands periodically,B
893,Wire rope with a fiber core has what advantage over that of a wire rope of the same size with a wire core?,Fiber core rope is the only type authorized for cargo runners.,Fiber core rope offers greater limberness.,Fiber core rope offers greater strength.,Fiber core rope can be used at higher operating temperatures.,B
894,"With regard to a ballast system associated with a dry cargo ship, what is the primary purpose of the forepeak and aft peak tanks?",Adjusting the overall draft of the vessel.,Adjusting the trim of the vessel.,Correcting a list condition on the vessel.,Correcting a condition of hogging or sagging of the vessel.,B
