FUNCTION 3: CONTROLLING OF OPERATION OF THE SHIP ANDCARE FOR PERSONS ON BOARD AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1195,Which information MUST be entered on the muster list? ,Listing of approved emergency equipment,Duties and station of each person during emergencies,Use and application of special equipment,Names of all crew members,B
1196,Which item is of the most use in getting a lifeboat away from a moving ship?,Fleming Gear,Sea painter,The falls,Boat hook,B
1197,Which item of lifeboat equipment would be most suitable for night signaling to a ship on the horizon?,A flashlight,A red parachute flare,A lantern,A red hand-held flare,B
1198,Which of the following action is considered good housekeeping to prevent fire on a vessel?,Allowing better access to emergency exits,Eliminating potential fuel sources,Eliminating trip hazards,Improving safety awareness,B
1199,Which of the following fire extinguisher is one of the most effective in extinguishing the fire inside the cargo hold?,Sea water,Carbon dioxide, Powder,Foam,B
1200,Which of the following is NOT an outstanding trait of a senior officer in order to manage and implement the International Management system?,Conversant,Dependent, Initiative, Knowledgeable,B
1201,Which of the following is NOT part of the procedures to be employed in implementing the ship security plan?,Security alerting,Awareness of surroundings,Ship evacuation,Reporting incident,B
1202,Which of the following is not required to be included on Fire Control Plans?,Smoke detectors,Communication plan,Secondary means of escape,All watertight doors,B
1203,Which of the following is the propellant in a dry chemical fire extinguisher?,Compressed air,Carbon dioxide,A chemical reaction,Distilled water,B
1204,Which of the following is the step to follow to safely enter a closed compartment where CO2 has been released from fixed fire extinguishing apparatus?,Test the air with Orsat apparatus,Wear a self-contained breathing apparatus,Wear a canister type gas mask,Wear a life line ,B
1205,Which of the following methods should be used to prevent a class 'A' fire from spreading to the adjacent compartments in a topside compartment with steel bulkhead?,Sweep all exterior surfaces with water fog until the fire is reportedly extinguished.,"Sweep all exterior surfaces with water fog until steam is no longer produced, secure the nozzle, and repeat as necessary.",He should activate the emergency release handle,He should open the doors and prepare the craft for boarding,B
1206,Which of the following procedures reduces the possibility of an interior ventilation duct fires from rapidly spreading?,Having a portable CO2 ready at each duct opening,Keeping the duct interior clean,Having a fire hose charged at each duct opening,Keeping the duct exterior clean,B
1207,Which of the following should NOT be done to a person who has fainted?,Administer fluids ,Elevate head,help the person to lie down,Elevate the persons feet above the height of their head,B
1208,Which of the following statements defines reliability as it pertains to assessing mariner proficiency or competency?,"An assessment is reliable when it accurately measures the job-critical knowledge, skills, and abilities required for proficient job performance.",An assessment is reliable when it consistently obtains the same results across mariners with comparable skills.,"An assessment is reliable when it accurately measures the critical knowledge, skills, and abilities required of the assessment platform.",An assessment is reliable when it consistently obtains the same results when repeated for the same mariner.,B
1209,Which of the following treatments is used for traumatic shock?,Administer CPR,Administer fluids,Open clothing to allow cooling of the body,Keep the victim in a sitting position,B
1210,"Which of the hazards listed is of a primary concern, other than fire damage, associated with a Class C fire?",Susceptible to re-flash,Electrocution or shock,Explosion,Deep seated fire,B
1211,Which of the listed conditions is a symptom of sun stroke?,"Temperature falls below normal, pulse is rapid and feeble, and skin is cold and clammy","Temperature is high, pulse is strong and rapid, and skin is hot and dry.","Temperature is high, pulse is slow and feeble, and skin is clammy.","Temperature falls below normal, pulse is rapid, and skin is clammy.",B
1212,"Which of the listed fire extinguishing agents would be suitable for use on an oil fire, but dangerous on an electrical fire?",CO2,Water fog,Halon,Dry chemical,B
1213,Which of these approved lifesaving devices must a small passenger vessel carrying passengers for hire carry for each person on board? (small passenger vessel regulations),Buoyant cushion,Life jacket,Ring buoy,Buoyant vest,B
1214,"Which procedure should be followed when individuals are rescued in cold climates and suffer from hypothermia? ",Give them brandy or other alcoholic stimulation to promote a return to an acceptable body temperature.,Move them to a warm room to gradually raise their body temperature.,Keep them moving to stimulate circulation to raise their body temperature.,Warm them under an electric blanket to rapidly regain normal body temperature.,B
1215,Which statement is TRUE concerning carbon dioxide?,It is lighter than air,It is an inert gas.,It is used mostly on class A fires.,All of the choices,B
1216,Which statement is true regarding the required skills and knowledge when using the remote control system for power plants on-board? ,Bridge communication repairs including the main engine ,Understanding of typical problems with the remote control of propulsion plant and appropriate preventative and remedial action and solutions,Communicate effectively with other personnel when operating the remote controls of propulsion plant and engineering systems using the Standard Signals of Flags and Pennants,Interpret and follow selectively the standard operating procedures for the operation of the remote controls of propulsion plant and engineering systems,B
