FUNCTION 1: NAVIGATION AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1252,"On modern ships, ECDIS have become extemely complicated and it is therefore necessary to have a user who is totally proficient. Despite well-equipped training centers for ECDIS, some ship-owners have experienced this problem in the conduct of training. Which is this problem?",shortage of the required software for implementing different scenarios,instructors are either too old and have never sailed with ECDIS before,course duration of 40 hours is too long for ECDIS training,cadets are only required to be trained in ECDIS if the ship is not fitted with the equipment,B
1253,"On the chart, to find the course to steer to make a good a course, allowing for current and leeway, the current and leeway would be applied:","leeway, and then current at the end o f the run","current first, at the start of the run and then leeway","leeway first, at the start of the run, and then the current","current and then leeway, at the end of the run",B
1254,One is sailing on inshore waters with poor visibility and with the use of radar. There must be a continuous watch on VHF-channel:,16,70,80,32,B
1255,"One of the signals, other than a distress signal, that can be used by a rescue boat to attract attention is a/an __________.",burning barrel,searchlight,orange smoke signal,red star shell,B
1256,"Overheating of the hydraulic fluid in an electro-hydraulic anchor windlass, may indicate pump cavitation caused by _____________.","overload of the pump motor","low oil level in the reservoir","low fluid viscosity existing only around the shaft seal",high oil level in the sump,B
1257,Performance Standards for ECDIS is established by which agency? ,IHO,IMO,UKHO,ILO,B
1258,"Plan route for the voyage, the navigational officer should consider the following except:","Navigational hazards relevant to a proposed voyage are identified using relevant navigational charts, nautical publications and related documentation",The route for a voyage is determined as per navigational principles only and taking due account of identified navigational hazards,Critical points along the proposed route of the voyage are identified and recorded,Actions to deal with the identified critical points are developed in accordance with navigational principles and practice,B
1259,"Post collision damage control procedures include the following, except:","Stop the vessel, sound emergency station alarm, head count and injuries check", contact the other vessel and give whatever assistance is necessary," transmit distress or urgency signal, if necessary","inspect bilges, sound tanks, look for fuel spills in water around the vessel",B
1260,Pressure gradient is a measure of:,a high-pressure area,pressure difference over horizontal distance,pressure difference over time,vertical pressure variation,B
1261,Quadrantal error in a gyrocompass has its GREATEST effect __________.,in high latitudes,on intercardinal headings,near the equator,on north or south headings,B
1262,Radiation fog:,always forms over water,is formed by a temperature inversion,is thinnest at the surface,dissipates during the evening,B
1263,Recurvature of a hurricane's track usually results in the forward speed:,varying during the day,increasing,remaining the same,decreasing,B
1264,"Regarding radar controls, the FTC should be off but, if necessary, may be on low, for what reason?",To be able to see clearly an incoming plane that flies at very low altitude making dangerous any form of surface navigation.,To insure that the radar beacon signal is visible on your screen,To insure that sea waves will not interfere in the determination of low freeboard vessels,To ensure maximum clarity of target signals on a 10 cm radar only especially if there are low level clouds,B
1265,"Rule 31 of the Collision Regulations requires a seaplane or a wing-in-ground craft to exhibit the lights and shapes as closely as similar to the lights and shapes prescribed in this rule and if impracticable because of the nature of her construction, a large seaplane at anchor may have the anchor lights positioned _________.",under the tail end of the aircraft and below the fuselage,on the wing tips and in addition white lights forward and aft,on the cockpit and at the tail end,at the middle of the aircraft,B
1266,Seafarers who suffer a marine casualty are trained to minimize the dangers by the process of damage control. Priority in the planning of damage control by the rescuers may be simplified as a process to “FIRM” up the deteriorating situation. “FIRM” stands for:,"Follow-up the problem, Inspire the team, Response with quickness and readiness and Muster the team to perform on their optimum level","Find the problem, Inspect and isolate the fault, Report , repair or remove to safety, and Monitor for effectiveness of actions","First to the site of distress, Inform the crew of the nature of the problem, Response quickly, and Monitor the effectiveness of the actions"," Fore-sight, Inform, Response and Monitor",B
1267,Several merchant ships are arriving at the scene of a distress incident. One of them must assume the duties of the Coordinator Surface Search (CSS). Which of the following statements is TRUE?,A tank vessel should never be assigned CSS duties unless only tank vessels are present.,The CSS must be established by mutual agreement between the ships concerned.,"CSS duties are always assumed by passenger vessels, dry cargo vessels, or tankers in that order of precedence.",The first vessel to arrive at the distress incident is designated as the CSS.,B
1268,"Silencing by a station, not in charge of the distress-traffic, is done as follows:",“SILENCE MAYDAY” followed by the call-sign of the ship in distress,“SEELONCE MAYDAY” followed by the silencing stations call-sign,“SILENCING DISTRESS” followed by the silencing stations call-sign,“SEELONCE DISTRESS” followed by the silencing stations call-sign,B
